timestamp,log_level,service_name,status_code,response_time_ms,ip_address,is_error,log_level_int
2024-06-15 09:00:04.848660+00:00,INFO,notification-service,200,1,64.38.226.207,0,0
2024-06-15 09:00:04.873776+00:00,INFO,auth-service,200,164,90.35.125.95,0,0
2024-06-15 09:00:04.886545+00:00,INFO,gateway,200,171,150.219.204.93,0,0
2024-06-15 09:00:04.925583+00:00,INFO,auth-service,200,128,169.243.84.68,0,0
2024-06-15 09:00:04.998728+00:00,INFO,order-service,200,73,132.171.47.210,0,0
2024-06-15 09:00:05.355508+00:00,INFO,payment-service,200,238,59.148.40.219,0,0
2024-06-15 09:00:05.683709+00:00,INFO,notification-service,201,138,91.107.136.180,0,0
2024-06-15 09:00:05.719502+00:00,INFO,payment-service,304,22,179.237.25.143,0,0
2024-06-15 09:00:05.753027+00:00,INFO,inventory-service,201,147,168.255.202.227,0,0
2024-06-15 09:00:05.822879+00:00,INFO,notification-service,200,109,86.210.127.69,0,0
2024-06-15 09:00:05.828164+00:00,INFO,order-service,200,173,190.226.218.144,0,0
2024-06-15 09:00:05.855550+00:00,INFO,auth-service,200,121,120.128.5.175,0,0
2024-06-15 09:00:05.871203+00:00,INFO,user-service,201,163,108.250.54.111,0,0
2024-06-15 09:00:05.898918+00:00,INFO,inventory-service,304,139,139.67.242.63,0,0
2024-06-15 09:00:06.010433+00:00,WARN,gateway,503,85,57.70.252.24,1,1
2024-06-15 09:00:06.140708+00:00,INFO,gateway,200,194,207.81.216.88,0,0
2024-06-15 09:00:06.186560+00:00,WARN,user-service,302,238,117.186.83.95,0,1
2024-06-15 09:00:06.263299+00:00,INFO,notification-service,200,237,83.250.9.29,0,0
2024-06-15 09:00:06.272762+00:00,INFO,inventory-service,304,105,118.63.193.21,0,0
2024-06-15 09:00:06.293405+00:00,INFO,notification-service,201,204,201.232.146.109,0,0
2024-06-15 09:00:06.297568+00:00,INFO,user-service,304,259,179.151.65.50,0,0
2024-06-15 09:00:06.299241+00:00,INFO,payment-service,200,201,139.67.242.63,0,0
2024-06-15 09:00:06.371004+00:00,INFO,user-service,201,185,169.243.84.68,0,0
2024-06-15 09:00:06.390164+00:00,INFO,payment-service,200,54,72.35.142.90,0,0
2024-06-15 09:00:06.507585+00:00,INFO,gateway,201,183,131.41.95.18,0,0
2024-06-15 09:00:06.522380+00:00,INFO,payment-service,200,128,64.38.226.207,0,0
2024-06-15 09:00:06.564093+00:00,INFO,auth-service,200,115,73.80.224.214,0,0
2024-06-15 09:00:06.671969+00:00,INFO,notification-service,200,178,28.79.139.73,0,0
2024-06-15 09:00:06.841918+00:00,INFO,auth-service,304,235,96.82.0.154,0,0
2024-06-15 09:00:06.869605+00:00,INFO,gateway,304,317,149.135.19.28,0,0
2024-06-15 09:00:06.879378+00:00,INFO,notification-service,200,39,207.100.186.111,0,0
2024-06-15 09:00:06.922335+00:00,INFO,inventory-service,200,223,148.97.130.12,0,0
2024-06-15 09:00:07.051781+00:00,INFO,gateway,200,183,100.214.112.125,0,0
2024-06-15 09:00:07.060571+00:00,WARN,inventory-service,429,225,160.51.37.138,1,1
2024-06-15 09:00:07.078200+00:00,WARN,auth-service,503,155,110.189.35.130,1,1
2024-06-15 09:00:07.079124+00:00,INFO,payment-service,304,199,83.250.9.29,0,0
2024-06-15 09:00:07.089824+00:00,INFO,order-service,200,152,60.51.194.72,0,0
2024-06-15 09:00:07.207555+00:00,INFO,order-service,304,54,28.152.101.40,0,0
2024-06-15 09:00:07.313099+00:00,ERROR,payment-service,502,191,120.128.5.175,1,2
2024-06-15 09:00:07.340182+00:00,WARN,inventory-service,200,73,55.232.167.87,0,1
2024-06-15 09:00:07.379545+00:00,INFO,auth-service,200,193,210.153.53.241,0,0
2024-06-15 09:00:07.568741+00:00,INFO,payment-service,200,228,114.226.109.131,0,0
2024-06-15 09:00:07.675922+00:00,INFO,notification-service,200,79,93.157.122.15,0,0
2024-06-15 09:00:07.721764+00:00,INFO,order-service,200,150,8.59.133.46,0,0
2024-06-15 09:00:07.752580+00:00,ERROR,inventory-service,502,201,58.32.173.6,1,2
2024-06-15 09:00:07.852313+00:00,INFO,order-service,201,123,93.157.122.15,0,0
2024-06-15 09:00:08.010696+00:00,WARN,auth-service,200,331,110.189.35.130,0,1
2024-06-15 09:00:08.078525+00:00,INFO,auth-service,304,146,185.134.91.130,0,0
2024-06-15 09:00:08.100247+00:00,WARN,gateway,302,72,142.150.185.148,0,1
2024-06-15 09:00:08.102708+00:00,INFO,order-service,200,208,168.255.202.227,0,0
2024-06-15 09:00:08.206405+00:00,WARN,payment-service,302,131,184.101.38.152,0,1
2024-06-15 09:00:08.546489+00:00,INFO,inventory-service,200,191,28.152.101.40,0,0
2024-06-15 09:00:08.877863+00:00,INFO,auth-service,200,108,109.93.142.119,0,0
2024-06-15 09:00:08.926492+00:00,INFO,auth-service,304,194,200.248.122.71,0,0
2024-06-15 09:00:09.116965+00:00,INFO,order-service,201,75,172.191.224.231,0,0
2024-06-15 09:00:09.198338+00:00,INFO,user-service,304,104,64.62.233.35,0,0
2024-06-15 09:00:09.473468+00:00,ERROR,auth-service,500,184,127.166.93.125,1,2
2024-06-15 09:00:09.483691+00:00,INFO,user-service,200,263,185.58.136.197,0,0
2024-06-15 09:00:09.579144+00:00,ERROR,user-service,502,214,120.65.13.233,1,2
2024-06-15 09:00:09.714147+00:00,INFO,notification-service,200,143,19.30.117.18,0,0
2024-06-15 09:00:09.833555+00:00,INFO,inventory-service,200,72,55.181.132.88,0,0
2024-06-15 09:00:09.868311+00:00,INFO,gateway,200,236,72.35.142.90,0,0
2024-06-15 09:00:10.034048+00:00,INFO,user-service,200,161,193.120.158.58,0,0
2024-06-15 09:00:10.278510+00:00,INFO,order-service,200,158,109.112.90.206,0,0
2024-06-15 09:00:10.350119+00:00,INFO,user-service,201,240,62.40.43.188,0,0
2024-06-15 09:00:10.455091+00:00,INFO,auth-service,201,140,179.249.79.49,0,0
2024-06-15 09:00:10.576146+00:00,INFO,notification-service,200,156,207.81.216.88,0,0
2024-06-15 09:00:10.617394+00:00,INFO,payment-service,200,152,217.26.47.163,0,0
2024-06-15 09:00:10.664488+00:00,WARN,inventory-service,503,151,8.59.133.46,1,1
2024-06-15 09:00:10.668148+00:00,INFO,inventory-service,200,80,221.50.25.167,0,0
2024-06-15 09:00:10.730809+00:00,INFO,payment-service,304,14,194.24.56.40,0,0
2024-06-15 09:00:10.820172+00:00,INFO,order-service,201,165,19.30.117.18,0,0
2024-06-15 09:00:10.823270+00:00,WARN,payment-service,503,77,167.35.20.194,1,1
2024-06-15 09:00:10.897135+00:00,WARN,inventory-service,429,116,217.26.47.163,1,1
2024-06-15 09:00:11.044100+00:00,INFO,gateway,200,178,217.26.47.163,0,0
2024-06-15 09:00:11.053021+00:00,INFO,gateway,201,51,166.174.6.218,0,0
2024-06-15 09:00:11.058328+00:00,INFO,gateway,200,307,13.133.194.84,0,0
2024-06-15 09:00:11.159781+00:00,WARN,inventory-service,429,269,122.251.229.203,1,1
2024-06-15 09:00:11.289277+00:00,INFO,gateway,200,141,62.40.43.188,0,0
2024-06-15 09:00:11.328279+00:00,INFO,inventory-service,304,170,179.249.79.49,0,0
2024-06-15 09:00:11.486845+00:00,INFO,inventory-service,304,108,113.39.146.61,0,0
2024-06-15 09:00:11.495015+00:00,INFO,auth-service,304,23,103.30.84.98,0,0
2024-06-15 09:00:11.497583+00:00,WARN,inventory-service,503,85,13.133.194.84,1,1
2024-06-15 09:00:11.516614+00:00,INFO,gateway,200,256,83.250.9.29,0,0
2024-06-15 09:00:11.533626+00:00,INFO,payment-service,200,162,112.137.165.219,0,0
2024-06-15 09:00:11.659011+00:00,INFO,payment-service,200,27,109.93.142.119,0,0
2024-06-15 09:00:11.766950+00:00,INFO,payment-service,201,166,100.214.112.125,0,0
2024-06-15 09:00:11.861553+00:00,INFO,inventory-service,201,255,132.171.47.210,0,0
2024-06-15 09:00:11.915957+00:00,INFO,auth-service,200,88,201.242.208.49,0,0
2024-06-15 09:00:12.057775+00:00,INFO,user-service,200,50,36.126.134.192,0,0
2024-06-15 09:00:12.059225+00:00,INFO,user-service,200,123,221.243.230.67,0,0
2024-06-15 09:00:12.069520+00:00,INFO,user-service,304,271,76.111.29.149,0,0
2024-06-15 09:00:12.137172+00:00,INFO,auth-service,200,49,206.237.162.244,0,0
2024-06-15 09:00:12.194062+00:00,INFO,inventory-service,200,132,165.174.57.76,0,0
2024-06-15 09:00:12.244896+00:00,INFO,order-service,304,248,193.37.4.118,0,0
2024-06-15 09:00:12.249532+00:00,INFO,user-service,200,232,86.66.134.42,0,0
2024-06-15 09:00:12.296470+00:00,INFO,inventory-service,200,144,213.215.129.214,0,0
2024-06-15 09:00:12.490605+00:00,INFO,payment-service,304,304,104.124.156.170,0,0
2024-06-15 09:00:12.598103+00:00,INFO,payment-service,201,125,166.153.234.81,0,0
2024-06-15 09:00:12.686237+00:00,INFO,payment-service,201,144,63.44.142.226,0,0
2024-06-15 09:00:12.967963+00:00,INFO,payment-service,200,7,169.243.84.68,0,0
2024-06-15 09:00:13.071046+00:00,INFO,inventory-service,200,229,221.50.25.167,0,0
2024-06-15 09:00:13.132341+00:00,INFO,user-service,201,188,193.37.4.118,0,0
2024-06-15 09:00:13.181134+00:00,INFO,user-service,304,144,177.76.18.214,0,0
2024-06-15 09:00:13.506043+00:00,INFO,gateway,200,105,35.135.59.228,0,0
2024-06-15 09:00:13.544459+00:00,WARN,order-service,503,154,194.226.218.213,1,1
2024-06-15 09:00:13.730812+00:00,INFO,inventory-service,304,96,109.210.239.222,0,0
2024-06-15 09:00:13.850127+00:00,INFO,order-service,200,115,71.125.114.36,0,0
2024-06-15 09:00:13.949267+00:00,INFO,notification-service,200,165,160.51.37.138,0,0
2024-06-15 09:00:14.111967+00:00,INFO,notification-service,200,180,169.243.84.68,0,0
2024-06-15 09:00:14.145100+00:00,INFO,gateway,200,178,196.172.52.24,0,0
2024-06-15 09:00:14.309521+00:00,INFO,inventory-service,304,90,12.125.243.157,0,0
2024-06-15 09:00:14.775221+00:00,WARN,order-service,503,14,93.157.122.15,1,1
2024-06-15 09:00:14.925017+00:00,INFO,payment-service,304,54,6.78.122.33,0,0
2024-06-15 09:00:14.966690+00:00,INFO,gateway,200,248,200.208.79.237,0,0
2024-06-15 09:00:15.107154+00:00,INFO,order-service,201,109,50.97.229.36,0,0
2024-06-15 09:00:15.118037+00:00,INFO,user-service,200,140,59.148.40.219,0,0
2024-06-15 09:00:15.293171+00:00,WARN,payment-service,503,205,80.55.13.238,1,1
2024-06-15 09:00:15.331744+00:00,ERROR,inventory-service,502,123,96.82.0.154,1,2
2024-06-15 09:00:15.332834+00:00,WARN,notification-service,429,199,105.250.123.177,1,1
2024-06-15 09:00:15.568624+00:00,WARN,order-service,200,121,59.148.40.219,0,1
2024-06-15 09:00:15.868322+00:00,INFO,inventory-service,304,97,8.59.133.46,0,0
2024-06-15 09:00:16.169117+00:00,WARN,inventory-service,302,273,50.35.23.170,0,1
2024-06-15 09:00:16.228618+00:00,INFO,order-service,200,214,93.235.78.112,0,0
2024-06-15 09:00:16.263320+00:00,INFO,gateway,200,224,210.235.179.79,0,0
2024-06-15 09:00:16.402904+00:00,INFO,auth-service,201,56,139.102.159.103,0,0
2024-06-15 09:00:16.559724+00:00,INFO,order-service,304,91,185.58.136.197,0,0
2024-06-15 09:00:16.639470+00:00,INFO,payment-service,200,139,164.57.12.190,0,0
2024-06-15 09:00:16.697725+00:00,INFO,notification-service,200,118,221.50.25.167,0,0
2024-06-15 09:00:16.710176+00:00,WARN,payment-service,302,196,100.214.112.125,0,1
2024-06-15 09:00:16.725607+00:00,INFO,payment-service,201,182,85.238.212.16,0,0
2024-06-15 09:00:16.736268+00:00,INFO,notification-service,304,235,201.242.208.49,0,0
2024-06-15 09:00:16.745053+00:00,WARN,inventory-service,503,109,200.248.122.71,1,1
2024-06-15 09:00:16.917572+00:00,INFO,user-service,200,154,179.249.79.49,0,0
2024-06-15 09:00:17.040072+00:00,INFO,notification-service,200,220,35.135.59.228,0,0
2024-06-15 09:00:17.334288+00:00,INFO,user-service,201,106,172.191.224.231,0,0
2024-06-15 09:00:17.761166+00:00,WARN,gateway,429,93,148.97.130.12,1,1
2024-06-15 09:00:17.769885+00:00,INFO,order-service,200,235,90.35.125.95,0,0
2024-06-15 09:00:17.920009+00:00,INFO,auth-service,201,1,6.78.122.33,0,0
2024-06-15 09:00:18.156833+00:00,INFO,payment-service,200,249,21.214.161.240,0,0
2024-06-15 09:00:18.168621+00:00,WARN,payment-service,429,118,175.127.52.91,1,1
2024-06-15 09:00:18.231856+00:00,INFO,gateway,200,139,67.104.160.62,0,0
2024-06-15 09:00:18.237652+00:00,INFO,order-service,200,228,9.169.36.132,0,0
2024-06-15 09:00:18.325207+00:00,INFO,inventory-service,304,193,70.171.163.229,0,0
2024-06-15 09:00:18.652679+00:00,INFO,payment-service,304,38,64.38.226.207,0,0
2024-06-15 09:00:18.855629+00:00,INFO,gateway,200,80,125.35.64.33,0,0
2024-06-15 09:00:18.880937+00:00,INFO,payment-service,200,144,8.126.102.215,0,0
2024-06-15 09:00:19.376620+00:00,INFO,order-service,200,208,189.52.44.152,0,0
2024-06-15 09:00:19.384286+00:00,INFO,auth-service,200,173,71.125.114.36,0,0
2024-06-15 09:00:19.458331+00:00,INFO,auth-service,200,143,56.119.13.144,0,0
2024-06-15 09:00:19.557594+00:00,INFO,auth-service,200,109,57.139.223.125,0,0
2024-06-15 09:00:19.656361+00:00,INFO,gateway,201,270,131.59.197.231,0,0
2024-06-15 09:00:19.744144+00:00,INFO,notification-service,201,132,3.57.38.242,0,0
2024-06-15 09:00:19.840937+00:00,INFO,auth-service,201,208,55.232.167.87,0,0
2024-06-15 09:00:19.873424+00:00,INFO,inventory-service,304,128,18.169.160.170,0,0
2024-06-15 09:00:19.917020+00:00,WARN,user-service,503,45,56.119.13.144,1,1
2024-06-15 09:00:20.004644+00:00,INFO,gateway,304,6,109.93.142.119,0,0
2024-06-15 09:00:20.172735+00:00,INFO,inventory-service,200,165,80.55.13.238,0,0
2024-06-15 09:00:20.288168+00:00,INFO,user-service,200,191,210.153.53.241,0,0
2024-06-15 09:00:20.342338+00:00,INFO,auth-service,201,243,108.194.89.158,0,0
2024-06-15 09:00:20.612240+00:00,INFO,order-service,304,134,153.34.120.104,0,0
2024-06-15 09:00:20.778604+00:00,INFO,user-service,200,120,116.124.237.146,0,0
2024-06-15 09:00:21.215032+00:00,INFO,auth-service,200,160,165.234.73.68,0,0
2024-06-15 09:00:21.262979+00:00,INFO,order-service,200,63,64.62.233.35,0,0
2024-06-15 09:00:21.613350+00:00,INFO,auth-service,200,159,93.235.78.112,0,0
2024-06-15 09:00:21.676592+00:00,INFO,inventory-service,200,159,21.214.161.240,0,0
2024-06-15 09:00:21.730175+00:00,INFO,payment-service,201,132,175.36.87.137,0,0
2024-06-15 09:00:21.930218+00:00,INFO,notification-service,200,136,21.214.161.240,0,0
2024-06-15 09:00:22.097830+00:00,INFO,user-service,201,246,195.194.142.193,0,0
2024-06-15 09:00:22.387447+00:00,INFO,user-service,201,161,193.37.4.118,0,0
2024-06-15 09:00:22.576924+00:00,INFO,gateway,201,118,109.141.22.1,0,0
2024-06-15 09:00:22.590754+00:00,ERROR,inventory-service,502,28,145.21.177.137,1,2
2024-06-15 09:00:22.898776+00:00,INFO,auth-service,200,44,109.93.142.119,0,0
2024-06-15 09:00:23.010159+00:00,INFO,order-service,304,177,218.63.153.130,0,0
2024-06-15 09:00:23.106426+00:00,INFO,gateway,200,82,177.124.52.179,0,0
2024-06-15 09:00:23.217770+00:00,INFO,notification-service,200,118,62.40.43.188,0,0
2024-06-15 09:00:23.291231+00:00,ERROR,notification-service,502,148,36.126.134.192,1,2
2024-06-15 09:00:23.482408+00:00,INFO,payment-service,201,248,5.47.150.57,0,0
2024-06-15 09:00:23.562684+00:00,INFO,user-service,201,211,98.138.112.176,0,0
2024-06-15 09:00:23.614348+00:00,INFO,user-service,304,151,80.209.167.104,0,0
2024-06-15 09:00:23.628737+00:00,INFO,notification-service,200,244,145.21.177.137,0,0
2024-06-15 09:00:23.652685+00:00,WARN,auth-service,429,201,193.120.158.58,1,1
2024-06-15 09:00:23.667347+00:00,INFO,inventory-service,201,18,120.65.13.233,0,0
2024-06-15 09:00:23.724879+00:00,INFO,auth-service,201,241,11.157.186.231,0,0
2024-06-15 09:00:23.959385+00:00,INFO,payment-service,304,154,172.191.224.231,0,0
2024-06-15 09:00:24.112472+00:00,INFO,auth-service,200,1,55.32.212.105,0,0
2024-06-15 09:00:24.162980+00:00,WARN,auth-service,429,208,6.78.122.33,1,1
2024-06-15 09:00:24.461599+00:00,INFO,inventory-service,200,163,67.104.160.62,0,0
2024-06-15 09:00:24.477507+00:00,INFO,payment-service,304,138,95.75.220.33,0,0
2024-06-15 09:00:24.507381+00:00,INFO,inventory-service,200,195,172.191.224.231,0,0
2024-06-15 09:00:24.568839+00:00,INFO,auth-service,200,139,95.75.220.33,0,0
2024-06-15 09:00:24.608701+00:00,INFO,order-service,201,168,108.194.89.158,0,0
2024-06-15 09:00:24.709050+00:00,INFO,gateway,200,131,103.124.75.168,0,0
2024-06-15 09:00:24.722847+00:00,INFO,notification-service,200,134,1.199.135.238,0,0
2024-06-15 09:00:24.736549+00:00,INFO,gateway,201,62,165.234.73.68,0,0
2024-06-15 09:00:24.778963+00:00,INFO,gateway,200,174,165.204.169.241,0,0
2024-06-15 09:00:25.006060+00:00,INFO,payment-service,200,283,9.169.36.132,0,0
2024-06-15 09:00:25.024973+00:00,INFO,user-service,200,117,131.41.95.18,0,0
2024-06-15 09:00:25.046328+00:00,ERROR,gateway,502,82,59.148.40.219,1,2
2024-06-15 09:00:25.055617+00:00,INFO,gateway,200,100,221.50.25.167,0,0
2024-06-15 09:00:25.068472+00:00,INFO,payment-service,200,39,101.13.42.165,0,0
2024-06-15 09:00:25.113771+00:00,INFO,inventory-service,201,126,55.135.67.239,0,0
2024-06-15 09:00:25.183771+00:00,INFO,order-service,201,132,201.242.208.49,0,0
2024-06-15 09:00:25.344421+00:00,INFO,user-service,304,142,120.128.5.175,0,0
2024-06-15 09:00:25.443280+00:00,INFO,notification-service,201,199,56.119.13.144,0,0
2024-06-15 09:00:25.581216+00:00,INFO,order-service,200,96,195.194.142.193,0,0
2024-06-15 09:00:25.601614+00:00,INFO,notification-service,200,101,142.150.185.148,0,0
2024-06-15 09:00:25.667880+00:00,INFO,notification-service,200,54,164.57.12.190,0,0
2024-06-15 09:00:25.764180+00:00,INFO,inventory-service,200,96,189.52.44.152,0,0
2024-06-15 09:00:25.901803+00:00,INFO,notification-service,201,1,84.28.117.211,0,0
2024-06-15 09:00:25.905540+00:00,INFO,user-service,200,199,13.133.194.84,0,0
2024-06-15 09:00:26.131117+00:00,INFO,inventory-service,200,70,174.207.84.216,0,0
2024-06-15 09:00:26.202795+00:00,INFO,notification-service,200,71,165.174.57.76,0,0
2024-06-15 09:00:26.262109+00:00,INFO,order-service,200,145,221.50.25.167,0,0
2024-06-15 09:00:26.338170+00:00,INFO,auth-service,304,83,122.86.43.73,0,0
2024-06-15 09:00:26.385536+00:00,INFO,notification-service,200,76,109.93.142.119,0,0
2024-06-15 09:00:26.387564+00:00,INFO,auth-service,304,65,10.240.113.52,0,0
2024-06-15 09:00:26.427239+00:00,INFO,gateway,200,94,103.30.84.98,0,0
2024-06-15 09:00:26.439995+00:00,INFO,inventory-service,201,155,177.124.52.179,0,0
2024-06-15 09:00:26.553658+00:00,INFO,inventory-service,200,203,122.86.43.73,0,0
2024-06-15 09:00:26.709329+00:00,INFO,user-service,201,78,46.138.247.120,0,0
2024-06-15 09:00:26.786355+00:00,INFO,payment-service,304,139,198.10.194.123,0,0
2024-06-15 09:00:26.874747+00:00,INFO,notification-service,200,109,177.124.52.179,0,0
2024-06-15 09:00:26.888396+00:00,INFO,user-service,200,250,112.137.165.219,0,0
2024-06-15 09:00:26.921772+00:00,INFO,gateway,200,237,110.189.35.130,0,0
2024-06-15 09:00:27.006350+00:00,INFO,order-service,304,48,62.40.43.188,0,0
2024-06-15 09:00:27.050371+00:00,INFO,inventory-service,200,141,89.135.22.187,0,0
2024-06-15 09:00:27.077450+00:00,INFO,auth-service,200,148,136.216.108.238,0,0
2024-06-15 09:00:27.088185+00:00,INFO,gateway,201,107,108.250.54.111,0,0
2024-06-15 09:00:27.105701+00:00,INFO,user-service,200,96,136.216.108.238,0,0
2024-06-15 09:00:27.126350+00:00,WARN,order-service,503,81,55.135.67.239,1,1
2024-06-15 09:00:27.353425+00:00,INFO,user-service,200,101,116.124.237.146,0,0
2024-06-15 09:00:27.361789+00:00,INFO,inventory-service,304,1,49.43.123.185,0,0
2024-06-15 09:00:27.765653+00:00,INFO,order-service,200,187,73.80.224.214,0,0
2024-06-15 09:00:27.777536+00:00,INFO,order-service,200,167,10.240.113.52,0,0
2024-06-15 09:00:27.978160+00:00,INFO,notification-service,200,134,207.101.75.7,0,0
2024-06-15 09:00:28.148027+00:00,INFO,notification-service,201,89,175.36.87.137,0,0
2024-06-15 09:00:28.258483+00:00,INFO,notification-service,200,102,204.20.183.54,0,0
2024-06-15 09:00:28.523521+00:00,INFO,order-service,200,283,185.58.136.197,0,0
2024-06-15 09:00:28.556369+00:00,INFO,payment-service,200,253,106.12.91.189,0,0
2024-06-15 09:00:28.703116+00:00,INFO,order-service,200,100,9.161.205.69,0,0
2024-06-15 09:00:28.758531+00:00,WARN,notification-service,503,69,185.134.91.130,1,1
2024-06-15 09:00:28.829379+00:00,INFO,order-service,200,107,207.81.216.88,0,0
2024-06-15 09:00:28.923699+00:00,INFO,notification-service,200,118,161.81.216.153,0,0
2024-06-15 09:00:28.957755+00:00,INFO,payment-service,200,60,70.171.163.229,0,0
2024-06-15 09:00:29.023367+00:00,WARN,auth-service,200,158,90.35.125.95,0,1
2024-06-15 09:00:29.099422+00:00,INFO,payment-service,201,129,180.131.188.43,0,0
2024-06-15 09:00:29.113857+00:00,INFO,payment-service,200,111,72.79.110.246,0,0
2024-06-15 09:00:29.120404+00:00,WARN,user-service,302,97,59.148.40.219,0,1
2024-06-15 09:00:29.234818+00:00,INFO,order-service,304,193,56.119.13.144,0,0
2024-06-15 09:00:29.377625+00:00,WARN,inventory-service,503,89,11.157.186.231,1,1
2024-06-15 09:00:29.430701+00:00,WARN,inventory-service,503,310,50.35.23.170,1,1
2024-06-15 09:00:29.473605+00:00,INFO,user-service,200,151,1.199.135.238,0,0
2024-06-15 09:00:29.493601+00:00,WARN,inventory-service,429,146,136.216.108.238,1,1
2024-06-15 09:00:29.500482+00:00,INFO,notification-service,200,174,221.243.230.67,0,0
2024-06-15 09:00:29.684890+00:00,INFO,gateway,201,250,196.172.52.24,0,0
