response_time_ms,response_time_zscore,is_error,log_level_int,error_rate_5min,avg_response_5min,request_count_per_ip
-0.3402392926282593,-0.3402392926282593,-0.532116518945631,-0.5932225076176977,-0.9419904055067752,-0.6342996202693467,-0.2783944835729992
-0.29169922284189054,-0.29169922284189054,-0.532116518945631,-0.5932225076176977,-0.9732117170165869,-0.6326682950481489,-0.3237209575295019
-0.28122979602522274,-0.28122979602522274,1.8792876454605514,1.777560160481449,-0.7206659972483319,-0.630446876070679,-0.20716716735563775
-0.31787278988356,-0.31787278988356,-0.532116518945631,0.5921688264318757,-0.7570125276368153,-0.6307358428645605,-0.29134490470342855
-0.3316733979600766,-0.3316733979600766,1.8792876454605514,0.5921688264318757,-0.5270071400221942,-0.6318703833684641,-0.36904743148600466
-0.36117814626159483,-0.36117814626159483,-0.532116518945631,0.5921688264318757,-0.5670193006061068,-0.6347266028419586,-0.23954322018171112
-0.2745674335055251,-0.27456743350552504,-0.532116518945631,-0.5932225076176977,-0.6046778046850836,-0.6323135870927314,-0.23306800961649646
-0.27171213528279753,-0.2717121352827975,-0.532116518945631,-0.5932225076176977,-0.6401843942452617,-0.6298750907125727,-0.21364237792085242
-0.34071517566538057,-0.34071517566538057,-0.532116518945631,-0.5932225076176977,-0.6737183954965409,-0.6314104402852653,-0.20716716735563775
-0.3454740060365932,-0.34547400603659323,-0.532116518945631,-0.5932225076176977,-0.7054397480315348,-0.6331203589612835,-0.31724574696428726
-0.3135898425494686,-0.31358984254946864,-0.532116518945631,-0.5932225076176977,-0.735491555696266,-0.6330600354704449,-0.33667137865993124
-0.26124270846612974,-0.26124270846612974,1.8792876454605514,1.777560160481449,-0.547321006164796,-0.6303149256034236,-0.33667137865993124
-0.299789234472952,-0.299789234472952,1.8792876454605514,2.9629514945310222,-0.3685589841098996,-0.6296368468133619,-0.2460184307469258
-0.3240592693661364,-0.3240592693661364,-0.532116518945631,-0.5932225076176977,-0.40462848301676324,-0.6301772537066939,-0.20716716735563775
-0.31311395951234733,-0.31311395951234733,1.8792876454605514,0.5921688264318757,-0.2377763792299105,-0.6301700593496911,-0.26544406244256985
-0.35832284803886727,-0.3583228480388673,-0.532116518945631,-0.5932225076176977,-0.27520968295226866,-0.6322686108162731,-0.3301961680947166
-0.27647096565401014,-0.27647096565401014,-0.532116518945631,-0.5932225076176977,-0.31094147286906515,-0.6305465053376217,-0.1942167462252084
-0.328818099737349,-0.328818099737349,-0.532116518945631,-0.5932225076176977,-0.345085183234004,-0.6312304337836393,-0.21364237792085242
-0.3607022632244736,-0.3607022632244736,-0.532116518945631,-0.5932225076176977,-0.3777443844526413,-0.6332726558839283,-0.3237209575295019
-0.31787278988356,-0.31787278988356,1.8792876454605514,1.777560160481449,-0.2292145065700093,-0.633403128028547,-0.21364237792085242
-0.3250110354403789,-0.3250110354403789,-0.532116518945631,-0.5932225076176977,-0.26292688016836985,-0.6338259687078204,-0.3301961680947166
-0.29407863802749684,-0.29407863802749684,-0.532116518945631,-0.5932225076176977,-0.2952632385178176,-0.6329673992819225,-0.23306800961649646
-0.2721880183199188,-0.2721880183199188,1.8792876454605514,0.5921688264318757,-0.15729477622684004,-0.6312664350839645,-0.20716716735563775
-0.2650497727630998,-0.2650497727630998,-0.532116518945631,-0.5932225076176977,-0.19043425981633966,-0.6293518884241096,-0.28486969413821384
-0.3050239478812859,-0.3050239478812859,-0.532116518945631,0.5921688264318757,-0.22229914788316602,-0.6290504002922273,-0.22659279905128177
-0.3193004389949238,-0.3193004389949237,-0.532116518945631,-0.5932225076176977,-0.2529615873436971,-0.6292997092201389,-0.23306800961649646
-0.32310750329189386,-0.32310750329189386,-0.532116518945631,-0.5932225076176977,-0.2824883808982828,-0.6296809660539564,-0.3042953258338579
-0.3768822864865965,-0.3768822864865965,-0.532116518945631,-0.5932225076176977,-0.31094147286906515,-0.6320062906836958,-0.26544406244256985
-0.29931335143583077,-0.2993133514358307,-0.532116518945631,-0.5932225076176977,-0.33837838298374817,-0.6314747283215603,-0.28486969413821384
-0.2959821701759819,-0.2959821701759819,-0.532116518945631,-0.5932225076176977,-0.3648525944979161,-0.6308447851795365,-0.29134490470342855
-0.3164451407721962,-0.31644514077219615,-0.532116518945631,-0.5932225076176977,-0.3904139021667677,-0.6309430806055872,-0.1942167462252084
-0.3426187078138656,-0.3426187078138656,-0.532116518945631,-0.5932225076176977,-0.41510872482989575,-0.6319264110651006,-0.3042953258338579
-0.2640980066888573,-0.2640980066888573,-0.532116518945631,-0.5932225076176977,-0.4389803867375861,-0.6302562809513101,-0.21364237792085242
-0.31168631040098355,-0.3116863104009836,-0.532116518945631,-0.5932225076176977,-0.46206937120568004,-0.6302031642786993,-0.3560970103555753
-0.36688874270705,-0.36688874270705,-0.532116518945631,-0.5932225076176977,-0.48441354972319023,-0.6319347476476864,-0.3042953258338579
-0.3074033630668922,-0.3074033630668922,-0.532116518945631,-0.5932225076176977,-0.5060483892401446,-0.6317205355191589,-0.29134490470342855
-0.32548691847750016,-0.3254869184775002,-0.532116518945631,-0.5932225076176977,-0.5270071400221942,-0.6320788467802737,-0.2201175884860671
-0.29503040410173936,-0.29503040410173936,-0.532116518945631,-0.5932225076176977,-0.547321006164796,-0.6314878186456927,-0.1877415356599937
-0.31977632203204504,-0.31977632203204504,-0.532116518945631,-0.5932225076176977,-0.5670193006061068,-0.6316655297127032,-0.3237209575295019
-0.299789234472952,-0.299789234472952,-0.532116518945631,-0.5932225076176977,-0.5861295862581251,-0.6312405482841696,-0.2978201152686432
-0.3112104273638623,-0.3112104273638623,-0.532116518945631,-0.5932225076176977,-0.6046778046850836,-0.6311644106377141,-0.23954322018171112
-0.3369081113684105,-0.3369081113684105,1.8792876454605514,0.5921688264318757,-0.5002163890225308,-0.6318362868683959,-0.3237209575295019
-0.2850368603221929,-0.2850368603221929,-0.532116518945631,-0.5932225076176977,-0.5194619897406563,-0.6310050474916874,-0.21364237792085242
-0.2640980066888573,-0.2640980066888573,-0.532116518945631,0.5921688264318757,-0.5381654608610882,-0.6296066468824759,-0.29134490470342855
-0.26457388972597856,-0.26457388972597856,-0.532116518945631,-0.5932225076176977,-0.5563493911170634,-0.6282603265068099,-0.28486969413821384
-0.3273904506259852,-0.3273904506259852,-0.532116518945631,-0.5932225076176977,-0.5740351315030122,-0.6286740803713452,-0.3237209575295019
-0.2802780299509802,-0.2802780299509802,-0.532116518945631,-0.5932225076176977,-0.5912428789055567,-0.6278017248870076,-0.4078986948772927
-0.2541044629093108,-0.2541044629093108,-0.532116518945631,-0.5932225076176977,-0.6079917530440335,-0.626253783444567,-0.31724574696428726
-0.281705679062344,-0.28170567906234406,-0.532116518945631,-0.5932225076176977,-0.6242998673367609,-0.625473848153466,-0.23954322018171112
-0.28931980765628423,-0.28931980765628423,-0.532116518945631,-0.5932225076176977,-0.6401843942452617,-0.6249121918251144,-0.1942167462252084
-0.3516604855191696,-0.3516604855191696,-0.532116518945631,-0.5932225076176977,-0.6556616255920059,-0.6259654472383425,-0.3042953258338579
-0.29027157373052676,-0.29027157373052676,-0.532116518945631,-0.5932225076176977,-0.6707470282970606,-0.6254359132487949,-0.26544406244256985
-0.3164451407721962,-0.31644514077219615,-0.532116518945631,-0.5932225076176977,-0.6854552959344886,-0.6255747883318158,-0.26544406244256985
-0.3226316202547726,-0.3226316202547726,-0.532116518945631,-0.5932225076176977,-0.6998003964697582,-0.6258631811011692,-0.26544406244256985
-0.29265098891613306,-0.29265098891613306,-0.532116518945631,-0.5932225076176977,-0.7137956165041673,-0.6254123757224757,-0.38847306318164865
-0.2655256558002211,-0.2655256558002211,-0.532116518945631,-0.5932225076176977,-0.72745360232088,-0.6243179800032677,-0.26544406244256985
-0.2265032467562776,-0.22650324675627756,-0.532116518945631,-0.5932225076176977,-0.7407863979990994,-0.6223193556233124,-0.29134490470342855
-0.35879873107598853,-0.35879873107598853,-0.532116518945631,-0.5932225076176977,-0.7538054808378314,-0.6234845484749154,-0.25896885187735513
-0.27123625224567627,-0.27123625224567627,-0.532116518945631,-0.5932225076176977,-0.7665217943082208,-0.6225837192855598,-0.22659279905128177
-0.29027157373052676,-0.29027157373052676,-0.532116518945631,-0.5932225076176977,-0.7789457787333137,-0.6221417485128992,-0.2201175884860671
-0.27028448617143375,-0.2702844861714337,1.8792876454605514,0.5921688264318757,-0.6950582144746278,-0.6212549932683963,-0.3237209575295019
-0.3035962987699221,-0.3035962987699221,1.8792876454605514,0.5921688264318757,-0.6130557640195077,-0.6211376964763435,-0.23954322018171112
-0.2826574451365865,-0.2826574451365865,-0.532116518945631,-0.5932225076176977,-0.6267707937447501,-0.6205571070989905,-0.28486969413821384
-0.3050239478812859,-0.3050239478812859,-0.532116518945631,-0.5932225076176977,-0.6401843942452617,-0.620481474115114,-0.3042953258338579
-0.3516604855191696,-0.3516604855191696,-0.532116518945631,-0.5932225076176977,-0.6533063947348928,-0.6214226115057857,-0.28486969413821384
-0.28646450943355667,-0.2864645094335566,1.8792876454605514,1.777560160481449,-0.5752798756943985,-0.6209396636109851,-0.3237209575295019
-0.3426187078138656,-0.3426187078138656,-0.532116518945631,0.5921688264318757,-0.5888131582858552,-0.6216632797184946,-0.2783944835729992
-0.28551274335931415,-0.2855127433593141,-0.532116518945631,-0.5932225076176977,-0.60206152966486,-0.6211679031540435,-0.2719192730077845
-0.26885683706006996,-0.26885683706006996,-0.532116518945631,-0.5932225076176977,-0.6150338933068021,-0.6203354079150026,-0.2719192730077845
-0.33976340959113804,-0.33976340959113804,-0.532116518945631,-0.5932225076176977,-0.6277387855334468,-0.6209839266389284,-0.31077053639907254
-0.3059757139555284,-0.3059757139555284,-0.532116518945631,-0.5932225076176977,-0.6401843942452617,-0.6209287891911834,-0.34314658922514596
-0.281705679062344,-0.28170567906234406,1.8792876454605514,1.777560160481449,-0.5670193006061068,-0.6203838388086553,-0.25896885187735513
-0.3188245559578025,-0.3188245559578025,-0.532116518945631,-0.5932225076176977,-0.5798231919929591,-0.6205931083993157,-0.31077053639907254
-0.2198408842365799,-0.2198408842365799,-0.532116518945631,0.5921688264318757,-0.5923735409761111,-0.6188356704323049,-0.23954322018171112
-0.30787924610401346,-0.30787924610401346,-0.532116518945631,-0.5932225076176977,-0.6046778046850836,-0.6188411281648046,-0.28486969413821384
-0.34309459085098687,-0.34309459085098687,-0.532116518945631,0.5921688264318757,-0.6167431506521345,-0.619531142001202,-0.38847306318164865
-0.2783744978024952,-0.2783744978024952,-0.532116518945631,-0.5932225076176977,-0.6285764707352036,-0.6189616874833345,-0.29134490470342855
-0.3150174916608324,-0.31501749166083237,-0.532116518945631,0.5921688264318757,-0.6401843942452617,-0.6191019284892071,-0.29134490470342855
-0.28646450943355667,-0.2864645094335566,-0.532116518945631,-0.5932225076176977,-0.6515733003306018,-0.6187001032892082,-0.28486969413821384
-0.3259628015146214,-0.3259628015146214,-0.532116518945631,-0.5932225076176977,-0.6627493296666833,-0.6190450129017141,-0.36904743148600466
-0.2850368603221929,-0.2850368603221929,-0.532116518945631,-0.5932225076176977,-0.6737183954965409,-0.6186246843609464,-0.23306800961649646
-0.3416669417396231,-0.3416669417396231,-0.532116518945631,-0.5932225076176977,-0.6844861940634654,-0.6192524728211505,-0.31077053639907254
-0.32786633366310647,-0.32786633366310647,-0.532116518945631,-0.5932225076176977,-0.6950582144746278,-0.6196176079247285,-0.26544406244256985
-0.2897956906934055,-0.2897956906934055,1.8792876454605514,1.777560160481449,-0.6293085019475495,-0.6192893347584447,-0.31724574696428726
-0.2522009307608258,-0.2522009307608257,-0.532116518945631,-0.5932225076176977,-0.6401843942452617,-0.6182947354687852,-0.36257222092078994
-0.2755191995797676,-0.2755191995797676,1.8792876454605514,1.777560160481449,-0.5760840024729047,-0.6177309769120874,-0.25249364131214047
-0.30930689521537724,-0.30930689521537724,-0.532116518945631,-0.5932225076176977,-0.5872359712169261,-0.6177706287456465,-0.29134490470342855
-0.34309459085098687,-0.34309459085098687,-0.532116518945631,-0.5932225076176977,-0.5981939926784423,-0.6183979498288472,-0.3301961680947166
-0.2650497727630998,-0.2650497727630998,-0.532116518945631,-0.5932225076176977,-0.6089630827354501,-0.6176671447047308,-0.3042953258338579
-0.30074100054719455,-0.30074100054719455,-0.532116518945631,-0.5932225076176977,-0.6195480857829359,-0.6175597137687473,-0.31077053639907254
-0.30216864965855833,-0.3021686496585583,-0.532116518945631,-0.5932225076176977,-0.6299536819991086,-0.6174783318892254,-0.31724574696428726
-0.2631462406146148,-0.2631462406146148,-0.532116518945631,-0.5932225076176977,-0.6401843942452617,-0.6167416455123746,-0.2978201152686432
-0.310734544326741,-0.310734544326741,-0.532116518945631,-0.5932225076176977,-0.6502445946206454,-0.6168113835725079,-0.20716716735563775
-0.30312041573280085,-0.30312041573280085,-0.532116518945631,-0.5932225076176977,-0.6601385106923039,-0.6167539556353703,-0.21364237792085242
-0.3050239478812859,-0.3050239478812859,-0.532116518945631,-0.5932225076176977,-0.6698702314185254,-0.6167287142413609,-0.23306800961649646
-0.30549983091840716,-0.3054998309184071,1.8792876454605514,0.5921688264318757,-0.6107399053416994,-0.6167116310456026,-0.34314658922514596
-0.3392875265540168,-0.3392875265540168,-0.532116518945631,-0.5932225076176977,-0.6207130386800026,-0.6172404787673232,-0.25249364131214047
-0.3706958070040201,-0.3706958070040201,-0.532116518945631,-0.5932225076176977,-0.6305266018848933,-0.6182640360406298,-0.2719192730077845
-0.2988374683987095,-0.2988374683987095,-0.532116518945631,-0.5932225076176977,-0.6401843942452617,-0.6181292883165554,-0.29134490470342855
-0.34071517566538057,-0.34071517566538057,1.8792876454605514,0.5921688264318757,-0.5831501873926921,-0.6186569921513031,-0.25896885187735513
-0.32215573721765134,-0.32215573721765134,1.8792876454605514,0.5921688264318757,-0.5270071400221942,-0.6188860908614695,-0.23306800961649646
-0.29265098891613306,-0.29265098891613306,-0.532116518945631,-0.5932225076176977,-0.5372428090087765,-0.6186536183745457,-0.23306800961649646
-0.3530881346305334,-0.3530881346305334,-0.532116518945631,-0.5932225076176977,-0.547321006164796,-0.6193557062397218,-0.3301961680947166
-0.23126207712749022,-0.2312620771274902,-0.532116518945631,-0.5932225076176977,-0.5572453377153801,-0.6181847717497656,-0.31077053639907254
-0.2493456325380982,-0.24934563253809816,1.8792876454605514,0.5921688264318757,-0.5029998436718465,-0.6173059201511729,-0.25896885187735513
-0.31025866128961976,-0.31025866128961976,-0.532116518945631,-0.5932225076176977,-0.513108178977256,-0.6173574338126793,-0.2978201152686432
-0.29645805321310315,-0.29645805321310315,-0.532116518945631,-0.5932225076176977,-0.5230656436064653,-0.6172019376261895,-0.20716716735563775
-0.3259628015146214,-0.3259628015146214,-0.532116518945631,-0.5932225076176977,-0.5328755902411679,-0.6174864079536054,-0.20716716735563775
-0.36641285966992876,-0.36641285966992876,-0.532116518945631,-0.5932225076176977,-0.542541272954772,-0.6183623046418808,-0.3237209575295019
-0.3369081113684105,-0.3369081113684105,1.8792876454605514,0.5921688264318757,-0.49038287040743017,-0.6187941408894201,-0.31077053639907254
-0.2555321120206746,-0.25553211202067455,-0.532116518945631,-0.5932225076176977,-0.5002163890225308,-0.618038857574964,-0.28486969413821384
-0.3002651175100733,-0.30026511751007323,-0.532116518945631,-0.5932225076176977,-0.5099084181611553,-0.6179388999636175,-0.2783944835729992
-0.3645093275214437,-0.3645093275214437,-0.532116518945631,-0.5932225076176977,-0.5194619897406563,-0.6187593110722466,-0.36904743148600466
-0.2983615853615882,-0.2983615853615882,-0.532116518945631,-0.5932225076176977,-0.5288800496665474,-0.6186286269313825,-0.2201175884860671
-0.25600799505779587,-0.25600799505779587,-0.532116518945631,-0.5932225076176977,-0.5381654608610882,-0.6179024958902555,-0.3042953258338579
-0.3354804622570467,-0.3354804622570467,-0.532116518945631,-0.5932225076176977,-0.547321006164796,-0.6182994360851783,-0.25896885187735513
-0.35356401766765466,-0.35356401766765466,-0.532116518945631,-0.5932225076176977,-0.5563493911170634,-0.6189423428932277,-0.2460184307469258
-0.3188245559578025,-0.3188245559578025,-0.532116518945631,-0.5932225076176977,-0.5652532466217135,-0.6190966080999963,-0.34314658922514596
-0.24839386646385567,-0.24839386646385564,-0.532116518945631,-0.5932225076176977,-0.5740351315030122,-0.6182827300276803,-0.1877415356599937
-0.3540399007047759,-0.3540399007047759,-0.532116518945631,-0.5932225076176977,-0.5826975349573543,-0.6189191127624656,-0.26544406244256985
-0.3145416086237111,-0.31454160862371117,-0.532116518945631,-0.5932225076176977,-0.5912428789055567,-0.6190124567134159,-0.2719192730077845
-0.2593391763176447,-0.2593391763176447,-0.532116518945631,-0.5932225076176977,-0.5996735202504275,-0.6183626338379516,-0.23954322018171112
-0.2669533049115849,-0.2669533049115849,-0.532116518945631,-0.5932225076176977,-0.6079917530440335,-0.6178231259978235,-0.31077053639907254
-0.308831012178256,-0.308831012178256,-0.532116518945631,-0.5932225076176977,-0.6161998105688501,-0.6178461404636723,-0.23954322018171112
-0.232689726238854,-0.23268972623885398,-0.532116518945631,-0.5932225076176977,-0.6242998673367609,-0.6168657199003981,-0.26544406244256985
-0.31787278988356,-0.31787278988356,-0.532116518945631,-0.5932225076176977,-0.6322940410096667,-0.6170130344545197,-0.2978201152686432
-0.308831012178256,-0.308831012178256,-0.532116518945631,-0.5932225076176977,-0.6401843942452617,-0.6170408609213149,-0.2460184307469258
-0.37402698826386893,-0.37402698826386893,-0.532116518945631,-0.5932225076176977,-0.6479729364713652,-0.6179106357999423,-0.1942167462252084
-0.2683809540229487,-0.26838095402294865,-0.532116518945631,-0.5932225076176977,-0.6556616255920059,-0.6174131021384636,-0.25249364131214047
-0.28789215854492045,-0.28789215854492045,-0.532116518945631,-0.5932225076176977,-0.6632523696283074,-0.6171707727240776,-0.23954322018171112
-0.308831012178256,-0.308831012178256,-0.532116518945631,-0.5932225076176977,-0.6707470282970606,-0.6171968963798807,-0.3496217997903606
-0.3273904506259852,-0.3273904506259852,-0.532116518945631,-0.5932225076176977,-0.6781474145297288,-0.6174564401675411,-0.4337995371381514
-0.3040721818070434,-0.3040721818070434,1.8792876454605514,0.5921688264318757,-0.632639243963724,-0.6174208908813225,-0.36904743148600466
-0.3316733979600766,-0.3316733979600766,-0.532116518945631,-0.5932225076176977,-0.6401843942452617,-0.6177290911801309,-0.3042953258338579
-0.3226316202547726,-0.3226316202547726,-0.532116518945631,-0.5932225076176977,-0.6476363945233238,-0.617921717794139,-0.381997852616434
-0.2988374683987095,-0.2988374683987095,-0.532116518945631,-0.5932225076176977,-0.654996959215152,-0.617819657088698,-0.3237209575295019
-0.29169922284189054,-0.29169922284189054,-0.532116518945631,-0.5932225076176977,-0.6622677609229333,-0.6176316786238559,-0.1942167462252084
-0.29265098891613306,-0.29265098891613306,-0.532116518945631,-0.5932225076176977,-0.6694504317009236,-0.6174575299052163,-0.29134490470342855
-0.3345286961828042,-0.3345286961828042,-0.532116518945631,-0.5932225076176977,-0.6765465642767693,-0.6177906712465736,-0.3755226420512193
-0.3706958070040201,-0.3706958070040201,1.8792876454605514,0.5921688264318757,-0.6329555077479799,-0.6185535123644423,-0.31077053639907254
-0.3516604855191696,-0.3516604855191696,-0.532116518945631,-0.5932225076176977,-0.6401843942452617,-0.6190803730888023,-0.2719192730077845
-0.2593391763176447,-0.2593391763176447,-0.532116518945631,-0.5932225076176977,-0.6473277317899129,-0.6185070504567338,-0.28486969413821384
-0.32548691847750016,-0.3254869184775002,-0.532116518945631,-0.5932225076176977,-0.6543870300693329,-0.6187196704906972,-0.38847306318164865
-0.310734544326741,-0.310734544326741,-0.532116518945631,-0.5932225076176977,-0.661363763456596,-0.6187570420827303,-0.21364237792085242
-0.27980214691385896,-0.279802146913859,1.8792876454605514,0.5921688264318757,-0.6191281609014351,-0.6184338429946535,-0.1942167462252084
-0.3188245559578025,-0.3188245559578025,1.8792876454605514,1.777560160481449,-0.5773808312081836,-0.6185660797280642,-0.26544406244256985
-0.2826574451365865,-0.2826574451365865,1.8792876454605514,0.5921688264318757,-0.5361133558792225,-0.6182805542843085,-0.1942167462252084
-0.31977632203204504,-0.31977632203204504,-0.532116518945631,0.5921688264318757,-0.5436064706415774,-0.6184230468259317,-0.21364237792085242
-0.33119751492295535,-0.3311975149229553,-0.532116518945631,-0.5932225076176977,-0.5510144363725418,-0.6186938713518789,-0.34314658922514596
-0.24744210038961315,-0.24744210038961312,-0.532116518945631,0.5921688264318757,-0.5583386962760376,-0.6180140441597675,-0.2978201152686432
-0.2755191995797676,-0.2755191995797676,-0.532116518945631,-0.5932225076176977,-0.565580661124438,-0.6176577294092178,-0.161840693399135
-0.270760369208555,-0.270760369208555,-0.532116518945631,-0.5932225076176977,-0.5727417101644765,-0.6172521569689065,-0.12298943000784697
-0.3507087194449271,-0.3507087194449271,-0.532116518945631,-0.5932225076176977,-0.5798231919929591,-0.6177405347794304,-0.18126632509477905
-0.3340528131456829,-0.3340528131456829,-0.532116518945631,-0.5932225076176977,-0.5868264254034471,-0.6180392391009457,-0.36257222092078994
-0.3112104273638623,-0.3112104273638623,-0.532116518945631,-0.5932225076176977,-0.5937527002050288,-0.618083326734046,-0.26544406244256985
-0.3212039711434088,-0.3212039711434088,-0.532116518945631,-0.5932225076176977,-0.6006032780142435,-0.618236290390466,-0.25249364131214047
-0.28408509424795036,-0.28408509424795036,-0.532116518945631,0.5921688264318757,-0.607379393021184,-0.6179836126128282,-0.2201175884860671
-0.290747456767648,-0.290747456767648,-0.532116518945631,-0.5932225076176977,-0.6140822527307523,-0.6178057835590341,-0.2460184307469258
-0.2655256558002211,-0.2655256558002211,-0.532116518945631,-0.5932225076176977,-0.6207130386800026,-0.6173583198357501,-0.25896885187735513
-0.32548691847750016,-0.3254869184775002,1.8792876454605514,0.5921688264318757,-0.5820827022376976,-0.6175577537202139,-0.23306800961649646
-0.3040721818070434,-0.3040721818070434,-0.532116518945631,-0.5932225076176977,-0.5888131582858552,-0.6175269601066626,-0.20716716735563775
-0.27266390135704005,-0.27266390135704,-0.532116518945631,-0.5932225076176977,-0.5954723925768893,-0.6171637072223991,-0.4337995371381514
-0.32691456758886395,-0.32691456758886395,-0.532116518945631,-0.5932225076176977,-0.60206152966486,-0.617376063410813,-0.31077053639907254
-0.3331010470714404,-0.33310104707144034,1.8792876454605514,0.5921688264318757,-0.5643378573837295,-0.6176510581876151,-0.22659279905128177
-0.2655256558002211,-0.2655256558002211,-0.532116518945631,-0.5932225076176977,-0.5710205166644983,-0.6172183835669932,-0.28486969413821384
-0.3768822864865965,-0.3768822864865965,-0.532116518945631,-0.5932225076176977,-0.5776339255900257,-0.6179456138111519,-0.2719192730077845
-0.25886329328052343,-0.25886329328052343,-0.532116518945631,-0.5932225076176977,-0.5841791550420943,-0.617447109990849,-0.25249364131214047
-0.3212039711434088,-0.3212039711434088,1.8792876454605514,0.5921688264318757,-0.547321006164796,-0.6175939231491467,-0.3237209575295019
-0.3112104273638623,-0.3112104273638623,-0.532116518945631,-0.5932225076176977,-0.5539541053134006,-0.6176371336857593,-0.2783944835729992
-0.26885683706006996,-0.26885683706006996,-0.532116518945631,-0.5932225076176977,-0.5605198633538976,-0.617249373414289,-0.2719192730077845
-0.28551274335931415,-0.2855127433593141,-0.532116518945631,-0.5932225076176977,-0.5670193006061068,-0.617033985195508,-0.3301961680947166
-0.3592746141131098,-0.35927461411310985,-0.532116518945631,-0.5932225076176977,-0.573453416880907,-0.6175630291071205,-0.26544406244256985
-0.3392875265540168,-0.3392875265540168,-0.532116518945631,-0.5932225076176977,-0.5798231919929591,-0.6178866577042798,-0.31724574696428726
-0.308831012178256,-0.308831012178256,-0.532116518945631,-0.5932225076176977,-0.5861295862581251,-0.6179036311004823,-0.401423484312078
-0.2783744978024952,-0.2783744978024952,-0.532116518945631,-0.5932225076176977,-0.5923735409761111,-0.6176185035808907,-0.2719192730077845
-0.29503040410173936,-0.29503040410173936,-0.532116518945631,-0.5932225076176977,-0.5985559788988459,-0.6175004913368101,-0.381997852616434
