timestamp,log_level,service_name,endpoint,response_time_ms,status_code,user_id,ip_address,request_id,region,environment
2024-06-15T09:00:01.651884+00:00,WARN,user-service,/api/v1/users/search,69,302,e67d3ef3,64.38.226.207,4b618fb5-cf64-4676-b652-2746175c9d02,us-west-2,production
2024-06-15T09:00:01.683540+00:00,INFO,payment-service,/api/v1/payments/charge,29,201,d57f6577,210.153.53.241,16a8c198-d7c5-4dfd-a396-d6b007c289ac,us-west-2,production
2024-06-15T09:00:01.859996+00:00,INFO,gateway,/health,45,304,e0cdcc34,113.39.146.61,32b1ca93-b731-498c-94aa-5def5b94c263,us-east-1,production
2024-06-15T09:00:01.938237+00:00,INFO,order-service,/api/v1/orders/6654/status,78,304,94fbe0fa,3.57.38.242,21d029df-86b4-4817-85b5-7de0e898650b,us-east-1,production
2024-06-15T09:00:01.953426+00:00,INFO,notification-service,/api/v1/notifications/send,180,201,49e1f8b1,89.135.22.187,3613d64d-d368-4050-811c-2b8243adc67c,eu-west-1,production
2024-06-15T09:00:02.083993+00:00,ERROR,gateway,/api/v1/status,202,401,579a2955,146.154.207.141,8c4b2304-b29a-4a30-8285-14d9f355e679,eu-west-1,production
2024-06-15T09:00:02.231514+00:00,WARN,inventory-service,/api/v1/products/2644/stock,125,302,028251cb,168.255.202.227,ec2841ea-0886-41d2-921b-2300c0c9f04c,us-east-1,production
2024-06-15T09:00:02.243829+00:00,WARN,notification-service,/api/v1/notifications/send,96,429,93138f1d,175.36.87.137,5a4bec2c-42b3-475f-84ee-a03501781d4c,us-west-2,production
2024-06-15T09:00:02.442682+00:00,WARN,inventory-service,/api/v1/products/2315/stock,34,302,8fa98151,193.37.4.118,ae3cef14-c896-4810-a136-193c6d9a181a,eu-west-1,production
2024-06-15T09:00:02.449249+00:00,INFO,auth-service,/api/v1/refresh-token,216,200,b9e71fb3,187.27.50.16,0ffd1a27-cb06-45fb-b6c1-960f438d71af,us-east-1,production
2024-06-15T09:00:02.486498+00:00,INFO,gateway,/health,222,200,anonymous,207.81.216.88,1af476f0-f94e-4969-b80a-9c8e76c727b5,us-east-1,production
2024-06-15T09:00:02.587987+00:00,INFO,user-service,/api/v1/users/search,77,200,e436e3cb,218.37.233.107,50352ff6-3160-45dc-8e58-757e31ec328e,us-east-1,production
2024-06-15T09:00:02.806212+00:00,INFO,payment-service,/api/v1/payments/charge,67,200,589368e5,214.0.155.74,4c568eac-7dea-42ae-bc9b-9fa7b5a2618b,us-east-1,production
2024-06-15T09:00:02.931125+00:00,INFO,order-service,/api/v1/orders/8529/status,134,200,dbd672ae,182.223.0.134,29d82a08-b04b-4c2c-9e69-3c5613267fd4,us-east-1,production
2024-06-15T09:00:03.074164+00:00,ERROR,auth-service,/api/v1/logout,244,500,d2111117,110.69.236.47,7f57eb64-2b72-4a6d-8c1d-00fcdf574e9c,us-west-2,production
2024-06-15T09:00:03.142245+00:00,CRITICAL,gateway,/api/v1/status,163,502,d0fb8e1f,36.126.134.192,efac849c-1b01-45cc-b64f-6e8e8470fb25,us-west-2,production
2024-06-15T09:00:03.216213+00:00,INFO,inventory-service,/api/v1/products/5837/stock,112,201,bot-scanner,179.249.79.49,7d9d559e-ea6c-4d17-aa70-3a15c98c6537,eu-west-1,production
2024-06-15T09:00:03.227630+00:00,WARN,gateway,/health,135,503,c93b1472,104.124.156.170,b782f06d-7172-42e5-aa7b-e5465f55e6b5,us-east-1,production
2024-06-15T09:00:03.230823+00:00,INFO,notification-service,/api/v1/notifications/send,40,200,e1d1f4fd,174.207.84.216,8f3b1975-47af-43a6-873d-199822080972,us-west-2,production
2024-06-15T09:00:03.301867+00:00,INFO,gateway,/api/v1/status,212,200,99f0a2f2,9.161.205.69,ba624afd-c1c1-43f0-bfa0-f204be04de1b,eu-west-1,production
2024-06-15T09:00:03.539994+00:00,INFO,order-service,/api/v1/orders,102,304,36682d95,109.141.22.1,baa77f8c-eaf2-4c25-b96d-6b435b6eb221,us-east-1,production
2024-06-15T09:00:03.680868+00:00,INFO,user-service,/api/v1/users/search,35,200,4f70eb34,57.70.252.24,f04249fe-ab40-4dcc-83a6-b2cc58f06aa5,us-east-1,production
2024-06-15T09:00:03.706849+00:00,ERROR,gateway,/health,125,503,623628fe,109.141.22.1,10fb7ed6-13d7-4df3-8393-78b0d0fb1df3,us-east-1,production
2024-06-15T09:00:03.724430+00:00,INFO,user-service,/api/v1/users/8451,110,200,f30c5747,70.171.163.229,85ea5c73-260e-45b8-9ce8-bc4dabaeebfc,us-east-1,production
2024-06-15T09:00:03.989925+00:00,INFO,notification-service,/api/v1/notifications/send,175,304,77b26b43,55.135.67.239,44bb7322-a27e-435c-832a-ef27c2568885,eu-west-1,production
2024-06-15T09:00:04.195077+00:00,WARN,auth-service,/api/v1/refresh-token,221,503,6056ebdc,195.194.142.193,f251e6bd-5f0b-4465-874e-05bad3f2155e,us-east-1,production
2024-06-15T09:00:04.357874+00:00,INFO,auth-service,/api/v1/logout,236,200,a30c7cd5,103.124.75.168,5c442575-0c98-4acc-ae6b-1ebe86e78382,us-west-2,production
2024-06-15T09:00:04.584298+00:00,WARN,notification-service,/api/v1/notifications/send,152,200,bb66463d,108.194.89.158,0644740e-1ba9-4eb6-8ee9-e362244a8a1c,us-east-1,production
2024-06-15T09:00:04.622571+00:00,INFO,notification-service,/api/v1/notifications/send,122,200,729eaf05,217.26.47.163,2c75ee31-054e-442c-bb46-cc5d1b99b1f6,eu-west-1,production
2024-06-15T09:00:04.678277+00:00,INFO,notification-service,/api/v1/notifications/send,114,200,a30c7cd5,161.81.216.153,0634303f-914f-4020-bc07-1d00ae1f26c2,us-east-1,production
2024-06-15T09:00:04.848660+00:00,INFO,notification-service,/api/v1/notifications/send,1,200,1990a6d0,64.38.226.207,ebbd0253-8ef4-4fdb-a0a4-e174efed1e6e,us-east-1,production
2024-06-15T09:00:04.873776+00:00,INFO,auth-service,/api/v1/refresh-token,164,200,b508a622,90.35.125.95,d31965a2-394c-47ad-8e1a-ea7ea4820bd9,us-west-2,production
2024-06-15T09:00:04.886545+00:00,INFO,gateway,/health,171,200,bf71fb98,150.219.204.93,b2a784c7-0c18-47ce-b134-9e47dc3d2066,us-east-1,production
2024-06-15T09:00:04.925583+00:00,INFO,auth-service,/api/v1/logout,128,200,579a2955,169.243.84.68,4d59dfa9-daed-4e6a-8955-2f696fe197e6,eu-west-1,production
2024-06-15T09:00:04.998728+00:00,INFO,order-service,/api/v1/orders,73,200,bddee68f,132.171.47.210,7e213fe7-0728-44a4-a906-2e6f711430b8,eu-west-1,production
2024-06-15T09:00:05.355508+00:00,INFO,payment-service,/api/v1/payments/charge,238,200,71c9cafa,59.148.40.219,bfdb42bb-afec-40cd-8314-3c0a2b74295c,us-west-2,production
2024-06-15T09:00:05.683709+00:00,INFO,notification-service,/api/v1/notifications/send,138,201,94fbe0fa,91.107.136.180,f5f87de8-b4da-4789-8ead-a859a4204a99,eu-west-1,production
2024-06-15T09:00:05.719502+00:00,INFO,payment-service,/api/v1/payments/charge,22,304,1a3fc31a,179.237.25.143,9d635799-b33d-43e9-a465-26fa21570f83,eu-west-1,production
2024-06-15T09:00:05.753027+00:00,INFO,inventory-service,/api/v1/products/8433/stock,147,201,8abab1bf,168.255.202.227,5fbdee96-7707-442c-87d0-ba7f4e896780,eu-west-1,production
2024-06-15T09:00:05.822879+00:00,INFO,notification-service,/api/v1/notifications/send,109,200,a30c7cd5,86.210.127.69,1f67e738-260b-4186-bedd-446c67561d57,us-west-2,production
2024-06-15T09:00:05.828164+00:00,INFO,order-service,/api/v1/orders,173,200,49e1f8b1,190.226.218.144,e497ea4d-e941-4125-8181-fe022a755048,us-east-1,production
2024-06-15T09:00:05.855550+00:00,INFO,auth-service,/api/v1/login,121,200,3ca45ecf,120.128.5.175,3f5de380-58cd-41de-8410-653bee5be3e0,eu-west-1,production
2024-06-15T09:00:05.871203+00:00,INFO,user-service,/api/v1/users/7730,163,201,anonymous,108.250.54.111,b2a2a4a0-9118-4c97-8aed-aa2ff27d39d4,us-west-2,production
2024-06-15T09:00:05.898918+00:00,INFO,inventory-service,/api/v1/products/6761/stock,139,304,ece583ab,139.67.242.63,8f4d2fc8-92b3-408c-92b2-d590a658a8a3,us-east-1,production
2024-06-15T09:00:06.010433+00:00,WARN,gateway,/health,85,503,00b9223d,57.70.252.24,2da4d06a-fc5c-4475-9d27-9b22abb11f24,us-east-1,production
2024-06-15T09:00:06.140708+00:00,INFO,gateway,/api/v1/status,194,200,6368c5ba,207.81.216.88,097b221f-c659-4bef-a87d-53e6628f442a,us-west-2,production
2024-06-15T09:00:06.186560+00:00,WARN,user-service,/api/v1/users/3972,238,302,9f104e59,117.186.83.95,ea36eda1-350e-4382-86c3-717532d09393,us-east-1,production
2024-06-15T09:00:06.263299+00:00,INFO,notification-service,/api/v1/notifications/send,237,200,ceb1c02d,83.250.9.29,672a8d6e-b618-45ca-b309-b9638e852910,eu-west-1,production
2024-06-15T09:00:06.272762+00:00,INFO,inventory-service,/api/v1/products,105,304,36682d95,118.63.193.21,8e3ecc6a-0bf1-4ff2-ad41-40e05adb5b3a,us-west-2,production
2024-06-15T09:00:06.293405+00:00,INFO,notification-service,/api/v1/notifications/send,204,201,d1c30693,201.232.146.109,aa17d607-12c5-40fc-bfb0-9a325ec295fe,us-east-1,production
2024-06-15T09:00:06.297568+00:00,INFO,user-service,/api/v1/users/search,259,304,d7e023a6,179.151.65.50,be184c9f-73ac-489f-8285-fdf90f8b02fe,us-east-1,production
2024-06-15T09:00:06.299241+00:00,INFO,payment-service,/api/v1/payments/refund,201,200,6faf3c7f,139.67.242.63,8bc488a7-2fc1-4499-ac6f-41d80526e321,us-west-2,production
2024-06-15T09:00:06.371004+00:00,INFO,user-service,/api/v1/users/1126,185,201,ac89f151,169.243.84.68,326448be-a0d5-4e2b-936d-f486ed89b37e,eu-west-1,production
2024-06-15T09:00:06.390164+00:00,INFO,payment-service,/api/v1/payments/refund,54,200,bot-scanner,72.35.142.90,2b7a5b1f-7291-4396-946f-115b520659e7,us-east-1,production
2024-06-15T09:00:06.507585+00:00,INFO,gateway,/api/v1/status,183,201,3d1f0fbc,131.41.95.18,bb51ade8-cb75-41bb-815e-396cbfa76794,us-west-2,production
2024-06-15T09:00:06.522380+00:00,INFO,payment-service,/api/v1/payments/refund,128,200,71c9cafa,64.38.226.207,dc159f03-f7a8-4feb-b1f1-50d477111738,eu-west-1,production
2024-06-15T09:00:06.564093+00:00,INFO,auth-service,/api/v1/logout,115,200,770ffd8c,73.80.224.214,8e9936c3-625d-43dc-938d-1ede57830829,eu-west-1,production
2024-06-15T09:00:06.671969+00:00,INFO,notification-service,/api/v1/notifications/send,178,200,1093f6a8,28.79.139.73,a37e43e5-a173-463d-ab0d-159adf783c70,us-east-1,production
2024-06-15T09:00:06.841918+00:00,INFO,auth-service,/api/v1/login,235,304,4f70eb34,96.82.0.154,451733c5-71b9-4941-896a-6178336fe9cb,us-east-1,production
2024-06-15T09:00:06.869605+00:00,INFO,gateway,/api/v1/status,317,304,1990a6d0,149.135.19.28,29b2e046-a7b8-4d28-9c84-2ac5ef46f1ed,eu-west-1,production
2024-06-15T09:00:06.879378+00:00,INFO,notification-service,/api/v1/notifications/send,39,200,f6f8b8d2,207.100.186.111,8f1e3032-8efc-4850-a21f-768d42d9f484,us-west-2,production
2024-06-15T09:00:06.922335+00:00,INFO,inventory-service,/api/v1/products,223,200,317d0738,148.97.130.12,a39712f4-0446-4df8-8098-7d6d6e39fd00,us-west-2,production
2024-06-15T09:00:07.051781+00:00,INFO,gateway,/api/v1/status,183,200,6dc659ef,100.214.112.125,9fa7dd61-6e7f-4ffc-98b6-867341b28e64,us-west-2,production
2024-06-15T09:00:07.060571+00:00,WARN,inventory-service,/api/v1/products,225,429,1b6843f9,160.51.37.138,0ff0482e-f2bd-4147-aea1-49eb9fc7930f,us-east-1,production
2024-06-15T09:00:07.078200+00:00,WARN,auth-service,/api/v1/logout,155,503,88110bf7,110.189.35.130,e18f54cf-d04d-46cd-ae2b-41cb39840e69,us-east-1,production
2024-06-15T09:00:07.079124+00:00,INFO,payment-service,/api/v1/payments/refund,199,304,74bcd6ba,83.250.9.29,ff4f47b8-c7ff-4d23-9444-f94e3fba6922,us-west-2,production
2024-06-15T09:00:07.089824+00:00,INFO,order-service,/api/v1/orders/1857/status,152,200,67ec3f25,60.51.194.72,c0279fb5-6189-4f08-8fe8-8d1bcac0e6d4,eu-west-1,production
2024-06-15T09:00:07.207555+00:00,INFO,order-service,/api/v1/orders/5128/status,54,304,ce10db92,28.152.101.40,b1b71217-dee2-4226-b5ab-58df87f60967,eu-west-1,production
2024-06-15T09:00:07.313099+00:00,ERROR,payment-service,/api/v1/payments/refund,191,502,d466258d,120.128.5.175,36615ab5-d5f8-4637-9cd1-c37f21b4ef52,us-west-2,production
2024-06-15T09:00:07.340182+00:00,WARN,inventory-service,/api/v1/products/6381/stock,73,200,bd43cb91,55.232.167.87,d10dad37-a24f-404b-a1d1-a2edb3236d7c,us-west-2,production
2024-06-15T09:00:07.379545+00:00,INFO,auth-service,/api/v1/logout,193,200,0002c813,210.153.53.241,08bf8622-47ea-464b-b00d-b4dc4b3b299e,us-east-1,production
2024-06-15T09:00:07.568741+00:00,INFO,payment-service,/api/v1/payments/charge,228,200,b4653440,114.226.109.131,0fe527ac-cd8c-4ece-8f43-fefb9de11752,us-east-1,production
2024-06-15T09:00:07.675922+00:00,INFO,notification-service,/api/v1/notifications/send,79,200,7697f7d7,93.157.122.15,d93d3ad5-8790-4ad3-a08a-16df4ec68b52,eu-west-1,production
2024-06-15T09:00:07.721764+00:00,INFO,order-service,/api/v1/orders,150,200,d429b6f6,8.59.133.46,11b617f2-4003-48eb-a266-204a3850d458,us-east-1,production
2024-06-15T09:00:07.752580+00:00,ERROR,inventory-service,/api/v1/products,201,502,d0fb8e1f,58.32.173.6,b0188758-5765-4d2b-a151-553bdb3f7e7d,us-west-2,production
2024-06-15T09:00:07.852313+00:00,INFO,order-service,/api/v1/orders/7256/status,123,201,9ba16d02,93.157.122.15,99ffd762-49c5-43c2-a0f5-58bd15ebe95b,us-west-2,production
2024-06-15T09:00:08.010696+00:00,WARN,auth-service,/api/v1/refresh-token,331,200,174c2794,110.189.35.130,cd47d8e5-9be1-4d63-93a1-30b7d82511cd,us-west-2,production
2024-06-15T09:00:08.078525+00:00,INFO,auth-service,/api/v1/login,146,304,61da8e20,185.134.91.130,12b02ca9-9e41-4978-8337-380dc381b861,us-east-1,production
2024-06-15T09:00:08.100247+00:00,WARN,gateway,/api/v1/status,72,302,5d3cb0d8,142.150.185.148,9ecfacd7-4900-401b-adb0-ad1d0cdcc5d1,us-east-1,production
2024-06-15T09:00:08.102708+00:00,INFO,order-service,/api/v1/orders,208,200,05ecb6cc,168.255.202.227,4c45787a-b813-4dfd-9b28-f1ee5e101c57,us-east-1,production
2024-06-15T09:00:08.206405+00:00,WARN,payment-service,/api/v1/payments/charge,131,302,071b836e,184.101.38.152,5951f5a4-a87c-4218-ae4e-bbc6540d0189,us-west-2,production
2024-06-15T09:00:08.546489+00:00,INFO,inventory-service,/api/v1/products,191,200,b2af0afc,28.152.101.40,a4a39d30-e500-49c6-a611-ae1554d537f3,us-west-2,production
2024-06-15T09:00:08.877863+00:00,INFO,auth-service,/api/v1/logout,108,200,8385edef,109.93.142.119,4cb8bbf0-e7b8-4213-b484-21db53e82d23,us-east-1,production
2024-06-15T09:00:08.926492+00:00,INFO,auth-service,/api/v1/logout,194,304,589368e5,200.248.122.71,477bf313-6e48-4ede-b28f-8d9a6439901e,us-west-2,production
2024-06-15T09:00:09.116965+00:00,INFO,order-service,/api/v1/orders,75,201,d466258d,172.191.224.231,caf02677-a5f5-48d0-9315-9133750cb57e,eu-west-1,production
2024-06-15T09:00:09.198338+00:00,INFO,user-service,/api/v1/users/9618,104,304,anonymous,64.62.233.35,523a8b9b-3196-4db7-9c45-8707a926a960,us-west-2,production
2024-06-15T09:00:09.473468+00:00,ERROR,auth-service,/api/v1/refresh-token,184,500,bot-scanner,127.166.93.125,cf6b37d3-5b2e-4589-ba67-8f5895363a04,us-east-1,production
2024-06-15T09:00:09.483691+00:00,INFO,user-service,/api/v1/users/2698,263,200,anonymous,185.58.136.197,958baf45-1ed6-4cb8-b734-bdbdd441b810,eu-west-1,production
2024-06-15T09:00:09.579144+00:00,ERROR,user-service,/api/v1/users/8612,214,502,e5be32bc,120.65.13.233,e4ef18e9-e8fa-4809-8a40-46e54935ffda,us-east-1,production
2024-06-15T09:00:09.714147+00:00,INFO,notification-service,/api/v1/notifications/send,143,200,0198e378,19.30.117.18,659fd033-9986-4056-86b0-e6ab99bfdf2f,us-west-2,production
2024-06-15T09:00:09.833555+00:00,INFO,inventory-service,/api/v1/products/9897/stock,72,200,d06658fc,55.181.132.88,1164af18-064a-447e-8cb3-8e7416608a46,us-west-2,production
2024-06-15T09:00:09.868311+00:00,INFO,gateway,/health,236,200,83944376,72.35.142.90,d83e7c01-89b6-46c9-96ec-349f52d34d52,us-west-2,production
2024-06-15T09:00:10.034048+00:00,INFO,user-service,/api/v1/users/9129,161,200,a4b466b3,193.120.158.58,176a17f1-25ff-4b48-bbe7-dcea6da6c8d0,eu-west-1,production
2024-06-15T09:00:10.278510+00:00,INFO,order-service,/api/v1/orders,158,200,cd05c313,109.112.90.206,a75f660b-edb0-411f-940c-d5974dabeed4,us-east-1,production
2024-06-15T09:00:10.350119+00:00,INFO,user-service,/api/v1/users/search,240,201,cf3391ce,62.40.43.188,d4a72ab6-e15d-47cc-8f3f-10450236c238,us-west-2,production
2024-06-15T09:00:10.455091+00:00,INFO,auth-service,/api/v1/refresh-token,140,201,317d0738,179.249.79.49,2a45a98b-c915-4d68-959c-91ee51eeb50c,us-east-1,production
2024-06-15T09:00:10.576146+00:00,INFO,notification-service,/api/v1/notifications/send,156,200,16cf7620,207.81.216.88,a1d0f355-6032-48fb-a222-ad17bace142e,us-east-1,production
2024-06-15T09:00:10.617394+00:00,INFO,payment-service,/api/v1/payments/charge,152,200,610f7234,217.26.47.163,089bff2f-8d9c-4e1c-aedd-d41cb3a4cf43,us-east-1,production
2024-06-15T09:00:10.664488+00:00,WARN,inventory-service,/api/v1/products,151,503,00b9223d,8.59.133.46,9f914f7a-cee5-4290-80b3-8a7e45bbd323,us-east-1,production
2024-06-15T09:00:10.668148+00:00,INFO,inventory-service,/api/v1/products/7521/stock,80,200,bf71fb98,221.50.25.167,c6ac354a-880f-4a30-b513-0c725dc34616,eu-west-1,production
2024-06-15T09:00:10.730809+00:00,INFO,payment-service,/api/v1/payments/refund,14,304,e81bcddf,194.24.56.40,87664b91-9c38-4f25-8f74-b8fbb8faf767,eu-west-1,production
2024-06-15T09:00:10.820172+00:00,INFO,order-service,/api/v1/orders,165,201,a8843dae,19.30.117.18,8c42bf83-800f-4e25-83b6-a4f63865647f,us-west-2,production
2024-06-15T09:00:10.823270+00:00,WARN,payment-service,/api/v1/payments/refund,77,503,ad4fcb6d,167.35.20.194,95f09afd-8a6e-4b7d-87e0-27a527bb36f4,eu-west-1,production
2024-06-15T09:00:10.897135+00:00,WARN,inventory-service,/api/v1/products/5914/stock,116,429,4951ffde,217.26.47.163,f7bdd202-cfeb-43bc-bb27-2853244ccc78,us-east-1,production
2024-06-15T09:00:11.044100+00:00,INFO,gateway,/health,178,200,729eaf05,217.26.47.163,7d31d926-1e50-44ff-8a32-8badbd56ef20,us-west-2,production
2024-06-15T09:00:11.053021+00:00,INFO,gateway,/health,51,201,b4653440,166.174.6.218,c044924c-d324-45bc-9484-7454cafd671c,us-west-2,production
2024-06-15T09:00:11.058328+00:00,INFO,gateway,/api/v1/status,307,200,7b304fa8,13.133.194.84,8b54a195-10fc-493e-be59-f384d443eba1,eu-west-1,production
2024-06-15T09:00:11.159781+00:00,WARN,inventory-service,/api/v1/products/3102/stock,269,429,5dcbd08d,122.251.229.203,e275f7cf-6e8d-4a99-9c04-7adaa640d5ca,eu-west-1,production
2024-06-15T09:00:11.289277+00:00,INFO,gateway,/health,141,200,ae68dc32,62.40.43.188,7b914a0a-303e-4979-98a2-451eed406a05,us-west-2,production
2024-06-15T09:00:11.328279+00:00,INFO,inventory-service,/api/v1/products/2292/stock,170,304,f6f8b8d2,179.249.79.49,76dd9ae9-b6c7-44ca-b89c-ef710e729ea3,eu-west-1,production
2024-06-15T09:00:11.486845+00:00,INFO,inventory-service,/api/v1/products,108,304,0626fca4,113.39.146.61,6c623528-8fd7-47c7-825f-1352e146237d,eu-west-1,production
2024-06-15T09:00:11.495015+00:00,INFO,auth-service,/api/v1/login,23,304,d0fb8e1f,103.30.84.98,d358a146-fe89-44ae-a7b2-e19d052ea0c5,us-west-2,production
2024-06-15T09:00:11.497583+00:00,WARN,inventory-service,/api/v1/products,85,503,a4a650a1,13.133.194.84,cb19ab43-aea1-435b-b62e-d72b556b2426,us-east-1,production
2024-06-15T09:00:11.516614+00:00,INFO,gateway,/api/v1/status,256,200,a4a650a1,83.250.9.29,01b762b9-2f01-4f18-9805-d9cf5f85135b,us-west-2,production
2024-06-15T09:00:11.533626+00:00,INFO,payment-service,/api/v1/payments/refund,162,200,e5be5717,112.137.165.219,aae89b96-4c1a-46d9-b36e-88d2d82ec9c7,us-west-2,production
2024-06-15T09:00:11.659011+00:00,INFO,payment-service,/api/v1/payments/refund,27,200,f67bdfc3,109.93.142.119,1eedaec6-8f2c-4c66-b013-14d28e9516df,us-west-2,production
2024-06-15T09:00:11.766950+00:00,INFO,payment-service,/api/v1/payments/charge,166,201,6a38ee47,100.214.112.125,04053948-68f6-41cd-8388-01c4924e0cb1,us-west-2,production
2024-06-15T09:00:11.861553+00:00,INFO,inventory-service,/api/v1/products/4110/stock,255,201,d7e023a6,132.171.47.210,da105271-0c87-4250-a9d0-a4d5a5ea7d7b,us-west-2,production
2024-06-15T09:00:11.915957+00:00,INFO,auth-service,/api/v1/login,88,200,4e6c3a19,201.242.208.49,a759a49f-98f4-4746-b4a6-42b4da939c46,us-east-1,production
2024-06-15T09:00:12.057775+00:00,INFO,user-service,/api/v1/users/search,50,200,93138f1d,36.126.134.192,58c249ca-661c-4d45-ab65-86535e7f473a,eu-west-1,production
2024-06-15T09:00:12.059225+00:00,INFO,user-service,/api/v1/users/search,123,200,678af95c,221.243.230.67,21e45332-328c-4ce1-9fc4-3e999bb60ff7,eu-west-1,production
2024-06-15T09:00:12.069520+00:00,INFO,user-service,/api/v1/users/7329,271,304,29c52065,76.111.29.149,1dd3a3c7-79fb-4a36-be13-31a10a1da1d1,us-east-1,production
2024-06-15T09:00:12.137172+00:00,INFO,auth-service,/api/v1/logout,49,200,589368e5,206.237.162.244,fc4423cb-f0cb-425e-afa9-76946e8e92b5,us-east-1,production
2024-06-15T09:00:12.194062+00:00,INFO,inventory-service,/api/v1/products/9193/stock,132,200,49e1f8b1,165.174.57.76,b5c60007-c772-4a0d-802d-569644f7c484,eu-west-1,production
2024-06-15T09:00:12.244896+00:00,INFO,order-service,/api/v1/orders,248,304,ebf8d0d0,193.37.4.118,507d51df-9d24-40f8-9660-742a7a3d0295,eu-west-1,production
